55 0.501337 0.00130813 0.0835847 0.000315613 94 
56 0.501292 0.00128536 0.0836109 0.000311033 88.9 
57 0.501591 0.00129766 0.0836901 0.000315636 107.42 
58 0.501867 0.0013045 0.0837155 0.000311181 102.5 
59 0.501889 0.00128239 0.0837698 0.000310639 113.28 
60 0.501892 0.00126084 0.083751 0.000305995 118.88 
61 0.502039 0.00124871 0.0837098 0.000303741 94.4 
62 0.50228 0.0012519 0.0837425 0.000300587 90.5 
63 0.502342 0.00123343 0.0837413 0.000295779 88.86 
64 0.502278 0.00121571 0.0837719 0.000292722 89.36 
65 0.502368 0.00120021 0.0837149 0.000293779 75.46 
66 0.502462 0.00118565 0.0836848 0.000290846 90.92 
67 0.502576 0.00117338 0.0837012 0.000286939 87.54 
68 0.502263 0.00119766 0.0837017 0.000282689 84.2 
69 0.502119 0.00118891 0.0837484 0.000282442 116.44 
70 0.502078 0.00117254 0.083762 0.000278708 126.02 
71 0.502065 0.00115597 0.0837782 0.000275236 89.98 
72 0.501637 0.00121758 0.0837687 0.000271554 97.86 
73 0.501591 0.00120166 0.0837388 0.000269475 84.8 
74 0.501591 0.00118531 0.0837595 0.000266614 100.22 
75 0.501622 0.00116982 0.0837463 0.000263367 82.34 
76 0.501501 0.00116064 0.083732 0.000260272 78.96 
77 0.501553 0.00114663 0.0837214 0.000257086 87.86 
78 0.501685 0.00113951 0.0837232 0.000253775 126.68 
79 0.501712 0.00112533 0.0836985 0.000251758 83.14 
80 0.501896 0.00112621 0.0836932 0.000248647 108.58 
81 0.501825 0.00111448 0.0836787 0.000245987 117.26 
82 0.50158 0.00112763 0.0836142 0.00025138 116.42 
83 0.501557 0.00111419 0.0836109 0.000248355 81.04 
84 0.501375 0.00111586 0.0836137 0.000245397 97.44 
85 0.501241 0.00111073 0.0835998 0.000242887 79.22 
86 0.501197 0.00109864 0.083634 0.000242465 99.66 
87 0.501336 0.00109486 0.0836132 0.000240559 100.22 
88 0.501387 0.00108355 0.0836399 0.000239299 95.24 
89 0.501342 0.00107226 0.0836279 0.000236899 89.88 
90 0.501367 0.00106056 0.0836221 0.000234324 108.24 
91 0.501434 0.00105099 0.0836534 0.000233848 118.34 
92 0.501335 0.00104414 0.0836021 0.00023693 97.96 
93 0.501397 0.00103467 0.0835979 0.000234405 98.52 
94 0.501369 0.00102399 0.0835908 0.000232007 77.62 
95 0.501288 0.00101635 0.0835617 0.000231386 106.42 
96 0.501285 0.00100571 0.0835615 0.000228963 93.26 
97 0.501435 0.00100652 0.0835774 0.000227152 96.8 
98 0.501277 0.00100858 0.0835446 0.000227205 113.86 
99 0.50149 0.00102079 0.0835353 0.000225092 98.06 
100 0.501438 0.00101189 0.0835406 0.000222892 100.76 
